slug,slug,value,read_at,reader
SC4,air_temp,-1.70000,2023-12-30 23:53:59,A1
SC4,air_temp,-1.60000,2023-12-30 22:54:00,A1
SC4,air_temp,-1.40000,2023-12-30 21:54:00,A1
SC4,air_temp,-1.30000,2023-12-30 20:54:00,A1
SC4,air_temp,-1.30000,2023-12-30 19:54:00,A1
SC4,air_temp,-1.00000,2023-12-30 18:54:00,A1
SC4,air_temp,-1.00000,2023-12-30 17:53:59,A1
SC4,air_temp,-0.80000,2023-12-30 16:53:59,A1
SC4,air_temp,-0.40000,2023-12-30 15:53:59,A1
SC4,air_temp,0.30000,2023-12-30 14:54:00,A1
SC4,air_temp,1.20000,2023-12-30 13:54:00,A1
SC4,air_temp,0.70000,2023-12-30 12:54:00,A1
SC4,air_temp,0.40000,2023-12-30 11:54:00,A1
SC4,air_temp,-1.30000,2023-12-30 10:54:01,A1
SC4,air_temp,-2.90000,2023-12-30 09:53:58,A1
SC4,air_temp,-4.30000,2023-12-30 08:53:58,A1
SC4,air_temp,-4.70000,2023-12-30 07:53:58,A1
SC4,air_temp,-4.70000,2023-12-30 06:53:59,A1
SC4,air_temp,-4.40000,2023-12-30 05:53:59,A1
SC4,air_temp,-3.40000,2023-12-30 04:53:59,A1
SC4,air_temp,-3.50000,2023-12-30 03:53:59,A1
SC4,air_temp,-3.10000,2023-12-30 02:54:00,A1
SC4,air_temp,-2.80000,2023-12-30 01:53:59,A1
SC4,air_temp,-2.00000,2023-12-30 00:53:59,A1
SC4,air_temp,-1.60000,2023-12-29 23:53:59,A1
SC4,air_temp,-1.60000,2023-12-29 22:54:00,A1
SC4,air_temp,-1.60000,2023-12-29 21:54:00,A1
SC4,air_temp,-1.60000,2023-12-29 20:54:00,A1
SC4,air_temp,-1.60000,2023-12-29 19:54:00,A1
SC4,air_temp,-1.40000,2023-12-29 18:54:00,A1
SC4,air_temp,-1.60000,2023-12-29 17:54:00,A1
SC4,air_temp,-1.30000,2023-12-29 16:54:00,A1
SC4,air_temp,-0.90000,2023-12-29 15:54:00,A1
SC4,air_temp,0.00000,2023-12-29 14:54:00,A1
SC4,air_temp,0.80000,2023-12-29 13:54:00,A1
SC4,air_temp,0.00000,2023-12-29 12:54:00,A1
SC4,air_temp,1.90000,2023-12-29 11:54:00,A1
SC4,air_temp,-1.60000,2023-12-29 10:54:01,A1
SC4,air_temp,-1.90000,2023-12-29 09:54:01,A1
SC4,air_temp,-3.20000,2023-12-29 08:54:01,A1
SC4,air_temp,-3.80000,2023-12-29 07:54:01,A1
SC4,air_temp,-3.50000,2023-12-29 06:54:01,A1
SC4,air_temp,-3.80000,2023-12-29 05:54:00,A1
SC4,air_temp,-3.10000,2023-12-29 04:54:00,A1
SC4,air_temp,-3.10000,2023-12-29 03:54:00,A1
SC4,air_temp,-2.80000,2023-12-29 02:54:01,A1
SC4,air_temp,-2.80000,2023-12-29 01:54:00,A1
SC4,air_temp,-1.90000,2023-12-29 00:54:00,A1
SC4,air_temp,-2.20000,2023-12-28 23:54:00,A1
SC4,air_temp,-2.20000,2023-12-28 22:54:01,A1
SC4,air_temp,-2.00000,2023-12-28 21:54:00,A1
SC4,air_temp,-2.10000,2023-12-28 20:54:00,A1
SC4,air_temp,-2.40000,2023-12-28 19:54:00,A1
SC4,air_temp,-3.00000,2023-12-28 18:54:01,A1
SC4,air_temp,-2.70000,2023-12-28 17:54:02,A1
SC4,air_temp,-2.80000,2023-12-28 16:54:02,A1
SC4,air_temp,-2.60000,2023-12-28 15:54:02,A1
SC4,air_temp,-1.60000,2023-12-28 14:54:02,A1
SC4,air_temp,0.60000,2023-12-28 13:54:01,A1
SC4,air_temp,-1.60000,2023-12-28 12:54:01,A1
SC4,air_temp,0.00000,2023-12-28 11:54:01,A1
SC4,air_temp,-4.80000,2023-12-28 10:54:02,A1
SC4,air_temp,-6.30000,2023-12-28 09:54:02,A1
SC4,air_temp,-6.30000,2023-12-28 08:54:02,A1
SC4,air_temp,-6.10000,2023-12-28 07:54:02,A1
SC4,air_temp,-5.30000,2023-12-28 06:54:02,A1
SC4,air_temp,-5.30000,2023-12-28 05:54:00,A1
SC4,air_temp,-4.70000,2023-12-28 04:54:00,A1
SC4,air_temp,-4.60000,2023-12-28 03:54:00,A1
SC4,air_temp,-4.70000,2023-12-28 02:54:01,A1
SC4,air_temp,-4.70000,2023-12-28 01:54:01,A1
SC4,air_temp,-5.40000,2023-12-28 00:54:01,A1
SC4,air_temp,-5.30000,2023-12-27 23:54:01,A1
SC4,air_temp,-5.20000,2023-12-27 22:54:01,A1
SC4,air_temp,-3.80000,2023-12-27 21:54:01,A1
SC4,air_temp,-3.90000,2023-12-27 20:54:01,A1
SC4,air_temp,-4.00000,2023-12-27 19:54:01,A1
SC4,air_temp,-4.20000,2023-12-27 18:54:02,A1
SC4,air_temp,-4.10000,2023-12-27 17:54:00,A1
SC4,air_temp,-4.10000,2023-12-27 16:54:01,A1
SC4,air_temp,-4.10000,2023-12-27 15:54:01,A1
SC4,air_temp,-3.50000,2023-12-27 14:54:01,A1
SC4,air_temp,-3.50000,2023-12-27 13:54:01,A1
SC4,air_temp,-4.20000,2023-12-27 12:54:01,A1
SC4,air_temp,-5.40000,2023-12-27 11:54:01,A1
SC4,air_temp,-6.60000,2023-12-27 10:54:02,A1
SC4,air_temp,-8.00000,2023-12-27 09:54:01,A1
SC4,air_temp,-9.90000,2023-12-27 08:54:01,A1
SC4,air_temp,-11.40000,2023-12-27 07:54:01,A1
SC4,air_temp,-12.10000,2023-12-27 06:54:02,A1
SC4,air_temp,-12.60000,2023-12-27 05:54:02,A1
SC4,air_temp,-12.30000,2023-12-27 04:54:02,A1
SC4,air_temp,-11.40000,2023-12-27 03:54:02,A1
SC4,air_temp,-10.50000,2023-12-27 02:54:03,A1
SC4,air_temp,-9.80000,2023-12-27 01:54:02,A1
SC4,air_temp,-8.50000,2023-12-27 00:54:02,A1
SC4,air_temp,-7.60000,2023-12-26 23:54:02,A1
SC4,air_temp,-7.20000,2023-12-26 22:54:02,A1
SC4,air_temp,-6.70000,2023-12-26 21:54:02,A1
SC4,air_temp,-6.00000,2023-12-26 20:54:02,A1
SC4,air_temp,-6.20000,2023-12-26 19:54:02,A1
SC4,air_temp,-5.70000,2023-12-26 18:54:02,A1
SC4,air_temp,-4.90000,2023-12-26 17:54:02,A1
SC4,air_temp,-3.60000,2023-12-26 16:54:02,A1
SC4,air_temp,-1.70000,2023-12-26 15:54:02,A1
SC4,air_temp,-0.80000,2023-12-26 14:54:03,A1
SC4,air_temp,3.30000,2023-12-26 13:54:02,A1
SC4,air_temp,-0.40000,2023-12-26 12:54:02,A1
SC4,air_temp,-2.60000,2023-12-26 11:54:02,A1
SC4,air_temp,-4.90000,2023-12-26 10:54:03,A1
SC4,air_temp,-6.60000,2023-12-26 09:54:03,A1
SC4,air_temp,-7.50000,2023-12-26 08:54:03,A1
SC4,air_temp,-8.70000,2023-12-26 07:54:03,A1
SC4,air_temp,-9.20000,2023-12-26 06:54:03,A1
SC4,air_temp,-9.40000,2023-12-26 05:54:04,A1
SC4,air_temp,-10.00000,2023-12-26 04:54:04,A1
SC4,air_temp,-10.70000,2023-12-26 03:54:04,A1
SC4,air_temp,-11.40000,2023-12-26 02:54:04,A1
SC4,air_temp,-12.50000,2023-12-26 01:54:02,A1
SC4,air_temp,-13.90000,2023-12-26 00:54:02,A1
SC4,air_temp,-14.40000,2023-12-25 23:54:02,A1
SC4,air_temp,-14.30000,2023-12-25 22:54:02,A1
SC4,air_temp,-13.90000,2023-12-25 21:54:02,A1
SC4,air_temp,-13.60000,2023-12-25 20:54:02,A1
SC4,air_temp,-13.40000,2023-12-25 19:54:02,A1
SC4,air_temp,-12.90000,2023-12-25 18:54:03,A1
SC4,air_temp,-12.50000,2023-12-25 17:54:02,A1
SC4,air_temp,-11.90000,2023-12-25 16:54:02,A1
SC4,air_temp,-10.90000,2023-12-25 15:54:02,A1
SC4,air_temp,-10.00000,2023-12-25 14:54:03,A1
SC4,air_temp,-2.80000,2023-12-25 13:54:02,A1
SC4,air_temp,-6.50000,2023-12-25 12:54:02,A1
SC4,air_temp,-8.30000,2023-12-25 11:54:02,A1
SC4,air_temp,-12.90000,2023-12-25 10:54:03,A1
SC4,air_temp,-15.90000,2023-12-25 09:54:03,A1
SC4,air_temp,-17.00000,2023-12-25 08:54:03,A1
SC4,air_temp,-17.40000,2023-12-25 07:54:03,A1
SC4,air_temp,-17.50000,2023-12-25 06:54:04,A1
SC4,air_temp,-17.00000,2023-12-25 05:54:03,A1
SC4,air_temp,-16.80000,2023-12-25 04:54:03,A1
SC4,air_temp,-16.40000,2023-12-25 03:54:03,A1
SC4,air_temp,-16.00000,2023-12-25 02:54:04,A1
SC4,air_temp,-15.80000,2023-12-25 01:54:03,A1
SC4,air_temp,-15.40000,2023-12-25 00:54:03,A1
SC4,air_temp,-15.10000,2023-12-24 23:54:03,A1
SC4,air_temp,-14.60000,2023-12-24 22:54:04,A1
SC4,air_temp,-13.80000,2023-12-24 21:54:02,A1
SC4,air_temp,-13.20000,2023-12-24 20:54:02,A1
SC4,air_temp,-12.60000,2023-12-24 19:54:02,A1
SC4,air_temp,-11.70000,2023-12-24 18:54:03,A1
SC4,air_temp,-11.10000,2023-12-24 17:54:03,A1
SC4,air_temp,-10.30000,2023-12-24 16:54:03,A1
SC4,air_temp,-9.10000,2023-12-24 15:54:03,A1
SC4,air_temp,-7.70000,2023-12-24 14:54:04,A1
SC4,air_temp,-4.10000,2023-12-24 13:54:04,A1
SC4,air_temp,-5.00000,2023-12-24 12:54:04,A1
SC4,air_temp,-6.10000,2023-12-24 11:54:04,A1
SC4,air_temp,-11.80000,2023-12-24 10:54:04,A1
SC4,air_temp,-14.80000,2023-12-24 09:54:04,A1
SC4,air_temp,-15.50000,2023-12-24 08:54:04,A1
SC4,air_temp,-15.30000,2023-12-24 07:54:04,A1
SC4,air_temp,-14.80000,2023-12-24 06:54:04,A1
SC4,air_temp,-13.80000,2023-12-24 05:54:05,A1
SC4,air_temp,-12.70000,2023-12-24 04:54:05,A1
SC4,air_temp,-11.80000,2023-12-24 03:54:05,A1
SC4,air_temp,-10.40000,2023-12-24 02:54:05,A1
SC4,air_temp,-9.20000,2023-12-24 01:54:05,A1
SC4,air_temp,-8.20000,2023-12-24 00:54:05,A1
SC4,air_temp,-7.80000,2023-12-23 23:54:05,A1
SC4,air_temp,-7.00000,2023-12-23 22:54:05,A1
SC4,air_temp,-7.00000,2023-12-23 21:54:03,A1
SC4,air_temp,-6.80000,2023-12-23 20:54:03,A1
SC4,air_temp,-6.50000,2023-12-23 19:54:03,A1
SC4,air_temp,-6.70000,2023-12-23 18:54:04,A1
SC4,air_temp,-5.90000,2023-12-23 17:54:04,A1
SC4,air_temp,-4.80000,2023-12-23 16:54:04,A1
SC4,air_temp,-3.50000,2023-12-23 15:54:04,A1
SC4,air_temp,-1.00000,2023-12-23 14:54:04,A1
SC4,air_temp,0.00000,2023-12-23 13:54:04,A1
SC4,air_temp,-0.30000,2023-12-23 12:54:04,A1
SC4,air_temp,0.10000,2023-12-23 11:54:04,A1
SC4,air_temp,-0.60000,2023-12-23 10:54:05,A1
SC4,air_temp,-1.20000,2023-12-23 09:54:04,A1
SC4,air_temp,-1.60000,2023-12-23 08:54:04,A1
SC4,air_temp,-2.30000,2023-12-23 07:54:04,A1
SC4,air_temp,-2.20000,2023-12-23 06:54:05,A1
SC4,air_temp,-2.00000,2023-12-23 05:54:04,A1
SC4,air_temp,-1.90000,2023-12-23 04:54:04,A1
SC4,air_temp,-2.30000,2023-12-23 03:54:04,A1
SC4,air_temp,-1.40000,2023-12-23 02:54:05,A1
SC4,air_temp,-0.80000,2023-12-23 01:54:05,A1
SC4,air_temp,-0.40000,2023-12-23 00:54:05,A1
SC4,air_temp,-0.30000,2023-12-22 23:54:05,A1
SC4,air_temp,-0.30000,2023-12-22 22:54:05,A1
SC4,air_temp,-0.20000,2023-12-22 21:54:05,A1
SC4,air_temp,-0.20000,2023-12-22 20:54:05,A1
SC4,air_temp,-0.20000,2023-12-22 19:54:05,A1
SC4,air_temp,-0.20000,2023-12-22 18:54:06,A1
SC4,air_temp,-0.60000,2023-12-22 17:54:04,A1
SC4,air_temp,-0.50000,2023-12-22 16:54:04,A1
SC4,air_temp,-0.30000,2023-12-22 15:54:04,A1
SC4,air_temp,0.10000,2023-12-22 14:54:04,A1
SC4,air_temp,0.20000,2023-12-22 13:54:05,A1
SC4,air_temp,1.50000,2023-12-22 12:54:05,A1
SC4,air_temp,1.20000,2023-12-22 11:54:05,A1
SC4,air_temp,-2.80000,2023-12-22 10:54:05,A1
SC4,air_temp,-4.80000,2023-12-22 09:54:05,A1
SC4,air_temp,-5.20000,2023-12-22 08:54:05,A1
SC4,air_temp,-5.00000,2023-12-22 07:54:05,A1
SC4,air_temp,-3.90000,2023-12-22 06:54:05,A1
SC4,air_temp,-3.30000,2023-12-22 05:54:05,A1
SC4,air_temp,-2.80000,2023-12-22 04:54:05,A1
SC4,air_temp,-2.40000,2023-12-22 03:54:05,A1
SC4,air_temp,-2.00000,2023-12-22 02:54:05,A1
SC4,air_temp,-1.70000,2023-12-22 01:54:05,A1
SC4,air_temp,-1.50000,2023-12-22 00:54:05,A1
SC4,air_temp,-1.30000,2023-12-21 23:54:05,A1
SC4,air_temp,-1.00000,2023-12-21 22:54:05,A1
SC4,air_temp,-0.90000,2023-12-21 21:54:06,A1
SC4,air_temp,-0.90000,2023-12-21 20:54:06,A1
SC4,air_temp,-1.00000,2023-12-21 19:54:06,A1
SC4,air_temp,-1.00000,2023-12-21 18:54:06,A1
SC4,air_temp,-1.30000,2023-12-21 17:54:05,A1
SC4,air_temp,-1.70000,2023-12-21 16:54:05,A1
SC4,air_temp,-1.60000,2023-12-21 15:54:05,A1
SC4,air_temp,-0.60000,2023-12-21 14:54:05,A1
SC4,air_temp,3.20000,2023-12-21 13:54:04,A1
SC4,air_temp,2.20000,2023-12-21 12:54:04,A1
SC4,air_temp,2.70000,2023-12-21 11:54:04,A1
SC4,air_temp,1.00000,2023-12-21 10:54:05,A1
SC4,air_temp,0.90000,2023-12-21 09:54:05,A1
SC4,air_temp,-0.60000,2023-12-21 08:54:05,A1
SC4,air_temp,-1.30000,2023-12-21 07:54:05,A1
SC4,air_temp,-1.30000,2023-12-21 06:54:06,A1
SC4,air_temp,-1.20000,2023-12-21 05:54:06,A1
SC4,air_temp,-1.00000,2023-12-21 04:54:06,A1
SC4,air_temp,-0.80000,2023-12-21 03:54:06,A1
SC4,air_temp,-0.70000,2023-12-21 02:54:06,A1
SC4,air_temp,-0.60000,2023-12-21 01:54:05,A1
SC4,air_temp,-0.60000,2023-12-21 00:54:05,A1
SC4,air_temp,-0.60000,2023-12-20 23:54:05,A1
SC4,air_temp,-0.70000,2023-12-20 22:54:06,A1
SC4,air_temp,-0.70000,2023-12-20 21:54:05,A1
SC4,air_temp,-0.60000,2023-12-20 20:54:05,A1
SC4,air_temp,-0.60000,2023-12-20 19:54:05,A1
SC4,air_temp,-0.70000,2023-12-20 18:54:06,A1
SC4,air_temp,-0.80000,2023-12-20 17:54:06,A1
SC4,air_temp,-1.20000,2023-12-20 16:54:06,A1
SC4,air_temp,0.00000,2023-12-20 15:54:06,A1
SC4,air_temp,0.40000,2023-12-20 14:54:07,A1
SC4,air_temp,1.30000,2023-12-20 13:54:06,A1
SC4,air_temp,2.60000,2023-12-20 12:54:06,A1
SC4,air_temp,2.90000,2023-12-20 11:54:06,A1
SC4,air_temp,-0.60000,2023-12-20 10:54:06,A1
SC4,air_temp,-0.40000,2023-12-20 09:54:05,A1
SC4,air_temp,-1.40000,2023-12-20 08:54:05,A1
SC4,air_temp,-2.20000,2023-12-20 07:54:05,A1
SC4,air_temp,-2.80000,2023-12-20 06:54:06,A1
SC4,air_temp,-2.60000,2023-12-20 05:54:04,A1
SC4,air_temp,-2.70000,2023-12-20 04:54:05,A1
SC4,air_temp,-2.70000,2023-12-20 03:54:05,A1
SC4,air_temp,-2.80000,2023-12-20 02:54:06,A1
SC4,air_temp,-2.90000,2023-12-20 01:54:07,A1
SC4,air_temp,-3.00000,2023-12-20 00:54:07,A1
SC4,air_temp,-2.60000,2023-12-19 23:54:07,A1
SC4,air_temp,-2.00000,2023-12-19 22:54:07,A1
SC4,air_temp,-2.00000,2023-12-19 21:54:06,A1
SC4,air_temp,-2.20000,2023-12-19 20:54:06,A1
SC4,air_temp,-2.40000,2023-12-19 19:54:06,A1
SC4,air_temp,-2.80000,2023-12-19 18:54:07,A1
SC4,air_temp,-2.80000,2023-12-19 17:54:07,A1
SC4,air_temp,-2.50000,2023-12-19 16:54:07,A1
SC4,air_temp,-1.80000,2023-12-19 15:54:07,A1
SC4,air_temp,-0.30000,2023-12-19 14:54:07,A1
SC4,air_temp,1.20000,2023-12-19 13:54:06,A1
SC4,air_temp,0.90000,2023-12-19 12:54:06,A1
SC4,air_temp,-1.00000,2023-12-19 11:54:06,A1
SC4,air_temp,-1.50000,2023-12-19 10:54:07,A1
SC4,air_temp,-2.30000,2023-12-19 09:54:07,A1
SC4,air_temp,-2.90000,2023-12-19 08:54:07,A1
SC4,air_temp,-3.70000,2023-12-19 07:54:07,A1
SC4,air_temp,-4.00000,2023-12-19 06:54:07,A1
SC4,air_temp,-4.20000,2023-12-19 05:54:07,A1
SC4,air_temp,-3.90000,2023-12-19 04:54:07,A1
SC4,air_temp,-3.50000,2023-12-19 03:54:07,A1
SC4,air_temp,-3.50000,2023-12-19 02:54:07,A1
SC4,air_temp,-3.70000,2023-12-19 01:54:08,A1
SC4,air_temp,-3.70000,2023-12-19 00:54:08,A1
SC4,air_temp,-3.90000,2023-12-18 23:54:08,A1
SC4,air_temp,-4.10000,2023-12-18 22:54:08,A1
SC4,air_temp,-3.50000,2023-12-18 21:54:07,A1
SC4,air_temp,-2.70000,2023-12-18 20:54:07,A1
SC4,air_temp,-2.40000,2023-12-18 19:54:07,A1
SC4,air_temp,-2.20000,2023-12-18 18:54:08,A1
SC4,air_temp,-2.20000,2023-12-18 17:54:07,A1
SC4,air_temp,-2.20000,2023-12-18 16:54:07,A1
SC4,air_temp,-2.00000,2023-12-18 15:54:07,A1
SC4,air_temp,-1.60000,2023-12-18 14:54:08,A1
SC4,air_temp,-1.00000,2023-12-18 13:54:07,A1
SC4,air_temp,-1.50000,2023-12-18 12:54:07,A1
SC4,air_temp,-1.70000,2023-12-18 11:54:07,A1
SC4,air_temp,-3.60000,2023-12-18 10:54:08,A1
SC4,air_temp,-5.10000,2023-12-18 09:54:07,A1
SC4,air_temp,-8.00000,2023-12-18 08:54:07,A1
SC4,air_temp,-9.40000,2023-12-18 07:54:07,A1
SC4,air_temp,-9.50000,2023-12-18 06:54:08,A1
SC4,air_temp,-8.60000,2023-12-18 05:54:07,A1
SC4,air_temp,-8.90000,2023-12-18 04:54:07,A1
SC4,air_temp,-9.30000,2023-12-18 03:54:07,A1
SC4,air_temp,-10.10000,2023-12-18 02:54:08,A1
SC4,air_temp,-9.70000,2023-12-18 01:54:08,A1
SC4,air_temp,-8.80000,2023-12-18 00:54:08,A1
SC4,air_temp,-8.40000,2023-12-17 23:54:08,A1
SC4,air_temp,-8.30000,2023-12-17 22:54:09,A1
SC4,air_temp,-7.80000,2023-12-17 21:54:08,A1
SC4,air_temp,-7.80000,2023-12-17 20:54:08,A1
SC4,air_temp,-7.80000,2023-12-17 19:54:08,A1
SC4,air_temp,-7.60000,2023-12-17 18:54:09,A1
SC4,air_temp,-7.10000,2023-12-17 17:54:07,A1
SC4,air_temp,-6.40000,2023-12-17 16:54:07,A1
SC4,air_temp,-5.60000,2023-12-17 15:54:07,A1
SC4,air_temp,-4.30000,2023-12-17 14:54:07,A1
SC4,air_temp,-0.30000,2023-12-17 13:54:07,A1
SC4,air_temp,-2.40000,2023-12-17 12:54:07,A1
SC4,air_temp,-3.60000,2023-12-17 11:54:07,A1
SC4,air_temp,-7.50000,2023-12-17 10:54:08,A1
SC4,air_temp,-9.50000,2023-12-17 09:54:08,A1
SC4,air_temp,-9.50000,2023-12-17 08:54:08,A1
SC4,air_temp,-9.80000,2023-12-17 07:54:08,A1
SC4,air_temp,-9.20000,2023-12-17 06:54:08,A1
SC4,air_temp,-8.20000,2023-12-17 05:54:07,A1
SC4,air_temp,-7.60000,2023-12-17 04:54:07,A1
SC4,air_temp,-6.70000,2023-12-17 03:54:07,A1
SC4,air_temp,-5.90000,2023-12-17 02:54:08,A1
SC4,air_temp,-5.00000,2023-12-17 01:54:09,A1
SC4,air_temp,-4.40000,2023-12-17 00:54:09,A1
SC4,air_temp,-4.10000,2023-12-16 23:54:09,A1
SC4,air_temp,-4.30000,2023-12-16 22:54:09,A1
SC4,air_temp,-4.40000,2023-12-16 21:54:09,A1
SC4,air_temp,-4.80000,2023-12-16 20:54:09,A1
SC4,air_temp,-5.20000,2023-12-16 19:54:09,A1
SC4,air_temp,-5.50000,2023-12-16 18:54:09,A1
SC4,air_temp,-5.60000,2023-12-16 17:54:07,A1
SC4,air_temp,-5.00000,2023-12-16 16:54:07,A1
SC4,air_temp,-3.70000,2023-12-16 15:54:08,A1
SC4,air_temp,-2.30000,2023-12-16 14:54:08,A1
SC4,air_temp,-0.60000,2023-12-16 13:54:08,A1
SC4,air_temp,-0.40000,2023-12-16 12:54:08,A1
SC4,air_temp,-0.40000,2023-12-16 11:54:08,A1
SC4,air_temp,-5.40000,2023-12-16 10:54:09,A1
SC4,air_temp,-7.80000,2023-12-16 09:54:08,A1
SC4,air_temp,-9.80000,2023-12-16 08:54:08,A1
SC4,air_temp,-10.20000,2023-12-16 07:54:08,A1
SC4,air_temp,-9.50000,2023-12-16 06:54:09,A1
SC4,air_temp,-8.80000,2023-12-16 05:54:09,A1
SC4,air_temp,-8.10000,2023-12-16 04:54:09,A1
SC4,air_temp,-7.20000,2023-12-16 03:54:09,A1
SC4,air_temp,-6.20000,2023-12-16 02:54:09,A1
SC4,air_temp,-5.30000,2023-12-16 01:54:09,A1
SC4,air_temp,-5.00000,2023-12-16 00:54:09,A1
SC4,air_temp,-4.60000,2023-12-15 23:54:09,A1
SC4,air_temp,-4.70000,2023-12-15 22:54:09,A1
SC4,air_temp,-4.80000,2023-12-15 21:54:09,A1
SC4,air_temp,-5.00000,2023-12-15 20:54:09,A1
SC4,air_temp,-5.30000,2023-12-15 19:54:09,A1
SC4,air_temp,-5.70000,2023-12-15 18:54:10,A1
SC4,air_temp,-5.40000,2023-12-15 17:54:09,A1
SC4,air_temp,-4.70000,2023-12-15 16:54:09,A1
SC4,air_temp,-3.60000,2023-12-15 15:54:09,A1
SC4,air_temp,-2.00000,2023-12-15 14:54:10,A1
SC4,air_temp,-0.40000,2023-12-15 13:54:09,A1
SC4,air_temp,-2.00000,2023-12-15 12:54:09,A1
SC4,air_temp,-2.80000,2023-12-15 11:54:09,A1
SC4,air_temp,-6.30000,2023-12-15 10:54:09,A1
SC4,air_temp,-8.40000,2023-12-15 09:54:10,A1
SC4,air_temp,-10.00000,2023-12-15 08:54:10,A1
SC4,air_temp,-11.00000,2023-12-15 07:54:10,A1
SC4,air_temp,-11.10000,2023-12-15 06:54:10,A1
SC4,air_temp,-10.90000,2023-12-15 05:54:09,A1
SC4,air_temp,-10.40000,2023-12-15 04:54:09,A1
SC4,air_temp,-10.00000,2023-12-15 03:54:09,A1
SC4,air_temp,-9.50000,2023-12-15 02:54:10,A1
SC4,air_temp,-9.10000,2023-12-15 01:54:09,A1
SC4,air_temp,-8.10000,2023-12-15 00:54:09,A1
SC4,air_temp,-7.20000,2023-12-14 23:54:09,A1
SC4,air_temp,-7.50000,2023-12-14 22:54:10,A1
SC4,air_temp,-6.80000,2023-12-14 21:54:11,A1
SC4,air_temp,-5.80000,2023-12-14 20:54:11,A1
SC4,air_temp,-5.30000,2023-12-14 19:54:11,A1
SC4,air_temp,-5.20000,2023-12-14 18:54:11,A1
SC4,air_temp,-4.40000,2023-12-14 17:54:11,A1
SC4,air_temp,-3.30000,2023-12-14 16:54:11,A1
SC4,air_temp,-3.20000,2023-12-14 15:54:11,A1
SC4,air_temp,-2.70000,2023-12-14 14:54:11,A1
SC4,air_temp,-2.50000,2023-12-14 13:54:10,A1
SC4,air_temp,-3.40000,2023-12-14 12:54:10,A1
SC4,air_temp,-4.10000,2023-12-14 11:54:10,A1
SC4,air_temp,-5.50000,2023-12-14 10:54:10,A1
SC4,air_temp,-7.80000,2023-12-14 09:54:09,A1
SC4,air_temp,-9.90000,2023-12-14 08:54:09,A1
SC4,air_temp,-11.80000,2023-12-14 07:54:09,A1
SC4,air_temp,-12.30000,2023-12-14 06:54:10,A1
SC4,air_temp,-12.30000,2023-12-14 05:54:09,A1
SC4,air_temp,-12.00000,2023-12-14 04:54:09,A1
SC4,air_temp,-11.40000,2023-12-14 03:54:09,A1
SC4,air_temp,-10.90000,2023-12-14 02:54:10,A1
SC4,air_temp,-10.50000,2023-12-14 01:54:11,A1
SC4,air_temp,-9.80000,2023-12-14 00:54:11,A1
SC4,air_temp,-8.80000,2023-12-13 23:54:11,A1
SC4,air_temp,-8.00000,2023-12-13 22:54:11,A1
SC4,air_temp,-7.50000,2023-12-13 21:54:10,A1
SC4,air_temp,-6.30000,2023-12-13 20:54:10,A1
SC4,air_temp,-6.20000,2023-12-13 19:54:10,A1
SC4,air_temp,-5.60000,2023-12-13 18:54:10,A1
SC4,air_temp,-5.60000,2023-12-13 17:54:10,A1
SC4,air_temp,-5.80000,2023-12-13 16:54:10,A1
SC4,air_temp,-4.90000,2023-12-13 15:54:10,A1
SC4,air_temp,-3.60000,2023-12-13 14:54:11,A1
SC4,air_temp,1.20000,2023-12-13 13:54:12,A1
SC4,air_temp,-0.50000,2023-12-13 12:54:12,A1
SC4,air_temp,-1.10000,2023-12-13 11:54:12,A1
SC4,air_temp,-5.00000,2023-12-13 10:54:12,A1
SC4,air_temp,-7.00000,2023-12-13 09:54:10,A1
SC4,air_temp,-7.00000,2023-12-13 08:54:10,A1
SC4,air_temp,-6.60000,2023-12-13 07:54:10,A1
SC4,air_temp,-5.80000,2023-12-13 06:54:10,A1
SC4,air_temp,-4.90000,2023-12-13 05:54:09,A1
SC4,air_temp,-4.10000,2023-12-13 04:54:09,A1
SC4,air_temp,-4.20000,2023-12-13 03:54:09,A1
SC4,air_temp,-3.70000,2023-12-13 02:54:10,A1
SC4,air_temp,-2.80000,2023-12-13 01:54:10,A1
SC4,air_temp,-2.00000,2023-12-13 00:54:10,A1
SC4,air_temp,-1.60000,2023-12-12 23:54:10,A1
SC4,air_temp,-0.70000,2023-12-12 22:54:11,A1
SC4,air_temp,-0.60000,2023-12-12 21:54:10,A1
SC4,air_temp,-0.20000,2023-12-12 20:54:10,A1
SC4,air_temp,-0.20000,2023-12-12 19:54:10,A1
SC4,air_temp,-0.20000,2023-12-12 18:54:11,A1
SC4,air_temp,-0.20000,2023-12-12 17:54:11,A1
SC4,air_temp,0.00000,2023-12-12 16:54:11,A1
SC4,air_temp,0.20000,2023-12-12 15:54:11,A1
SC4,air_temp,0.90000,2023-12-12 14:54:11,A1
SC4,air_temp,2.00000,2023-12-12 13:54:10,A1
SC4,air_temp,3.00000,2023-12-12 12:54:10,A1
SC4,air_temp,1.70000,2023-12-12 11:54:10,A1
SC4,air_temp,2.70000,2023-12-12 10:54:10,A1
SC4,air_temp,1.70000,2023-12-12 09:54:10,A1
SC4,air_temp,0.30000,2023-12-12 08:54:10,A1
SC4,air_temp,-0.20000,2023-12-12 07:54:10,A1
SC4,air_temp,-0.40000,2023-12-12 06:54:11,A1
SC4,air_temp,-0.40000,2023-12-12 05:54:11,A1
SC4,air_temp,-0.40000,2023-12-12 04:54:11,A1
