"Release Year YYYY","Release Site Name","Release Site RKM Value","Release Site RKM Total","Release Date MMDDYYYY","Mark File Name","Mark Data Project Code and Name","Mark Site Name","Mark Date MMDDYYYY","Mark Count"
"2022","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/29/2022","BDL-2021-265-W11.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","9/22/2021","278"
"2022","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/29/2022","BDL-2021-265-W21.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","9/22/2021","184"
"2022","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/29/2022","BDL-2021-265-W31.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","9/22/2021","275"
"2022","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/29/2022","BDL-2021-265-W41.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","9/22/2021","462"
"2022","NEWSOC - Newsome Creek","522.224.120.084","950","3/31/2022","BDL-2021-263-W11.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","9/20/2021","1,187"
"2022","NEWSOC - Newsome Creek","522.224.120.084","950","3/31/2022","BDL-2021-263-W21.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","9/20/2021","1,395"
"2022","NEWSOC - Newsome Creek","522.224.120.084","950","3/31/2022","BDL-2021-263-W31.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","9/20/2021","1,777"
"2022","NEWSOC - Newsome Creek","522.224.120.084","950","3/31/2022","BDL-2021-263-W41.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","9/20/2021","3,560"
"2022","NEWSOC - Newsome Creek","522.224.120.084","950","3/31/2022","BDL-2021-264-W11.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","9/21/2021","1,275"
"2022","NEWSOC - Newsome Creek","522.224.120.084","950","3/31/2022","BDL-2021-264-W21.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","9/21/2021","2,259"
"2022","NEWSOC - Newsome Creek","522.224.120.084","950","3/31/2022","BDL-2021-264-W31.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","9/21/2021","2,073"
"2022","NEWSOC - Newsome Creek","522.224.120.084","950","3/31/2022","BDL-2021-264-W41.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","9/21/2021","2,163"
"2023","CLWRSF - South Fork Clearwater River","522.224.120","866","4/12/2023","CBB-2023-004-004.xml","CBB - Carrie Bretz Projects","DWOR - Dworshak National Fish Hatchery","1/4/2023","3,490"
"2023","CLWRSF - South Fork Clearwater River","522.224.120","866","4/12/2023","CBB-2023-005-031.xml","CBB - Carrie Bretz Projects","DWOR - Dworshak National Fish Hatchery","1/5/2023","3,587"
"2023","CLWRSF - South Fork Clearwater River","522.224.120","866","4/14/2023","CBB-2023-004-009.xml","CBB - Carrie Bretz Projects","DWOR - Dworshak National Fish Hatchery","1/4/2023","997"
"2023","CLWRSF - South Fork Clearwater River","522.224.120.031","897","3/30/2023","BDL-2022-333-W11.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/29/2022","899"
"2023","CLWRSF - South Fork Clearwater River","522.224.120.031","897","3/30/2023","BDL-2022-333-W21.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/29/2022","699"
"2023","CLWRSF - South Fork Clearwater River","522.224.120.031","897","3/30/2023","BDL-2022-333-W31.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/29/2022","701"
"2023","CLWRSF - South Fork Clearwater River","522.224.120.031","897","3/31/2023","BDL-2022-332-W14.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/28/2022","1,197"
"2023","CLWRSF - South Fork Clearwater River","522.224.120.031","897","3/31/2023","BDL-2022-332-W24.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/28/2022","599"
"2023","CLWRSF - South Fork Clearwater River","522.224.120.031","897","3/31/2023","BDL-2022-332-W34.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/28/2022","599"
"2023","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/23/2023","BDL-2022-321-W11.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/17/2022","1,598"
"2023","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/23/2023","BDL-2022-321-W21.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/17/2022","795"
"2023","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/23/2023","BDL-2022-321-W31.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/17/2022","798"
"2023","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/24/2023","BDL-2022-332-W11.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/28/2022","1,599"
"2023","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/24/2023","BDL-2022-332-W21.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/28/2022","800"
"2023","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/24/2023","BDL-2022-332-W31.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/28/2022","799"
"2023","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/27/2023","BDL-2022-332-W12.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/28/2022","999"
"2023","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/27/2023","BDL-2022-332-W22.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/28/2022","597"
"2023","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/27/2023","BDL-2022-332-W32.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/28/2022","599"
"2023","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/28/2023","BDL-2022-332-W13.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/28/2022","1,100"
"2023","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/28/2023","BDL-2022-332-W23.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/28/2022","498"
"2023","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/28/2023","BDL-2022-332-W33.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/28/2022","599"
"2023","NEWSOC - Newsome Creek","522.224.120.084","950","4/17/2023","BDL-2022-321-W12.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/17/2022","3,992"
"2023","NEWSOC - Newsome Creek","522.224.120.084","950","4/17/2023","BDL-2022-321-W22.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/17/2022","1,794"
"2023","NEWSOC - Newsome Creek","522.224.120.084","950","4/17/2023","BDL-2022-321-W32.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/17/2022","2,195"
"2023","NEWSOC - Newsome Creek","522.224.120.084","950","4/17/2023","BDL-2022-322-W11.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/18/2022","3,798"
"2023","NEWSOC - Newsome Creek","522.224.120.084","950","4/17/2023","BDL-2022-322-W21.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/18/2022","1,889"
"2023","NEWSOC - Newsome Creek","522.224.120.084","950","4/17/2023","BDL-2022-322-W31.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/18/2022","2,198"
"2024","CLWRSF - South Fork Clearwater River","522.224.120","866","4/11/2024","CBB-2024-005-A33.xml","CBB - Carrie Bretz Projects","DWOR - Dworshak National Fish Hatchery","1/5/2024","2,894"
"2024","CLWRSF - South Fork Clearwater River","522.224.120","866","4/12/2024","CBB-2024-004-A29.xml","CBB - Carrie Bretz Projects","DWOR - Dworshak National Fish Hatchery","1/4/2024","2,891"
"2024","CLWRSF - South Fork Clearwater River","522.224.120","866","4/15/2024","CBB-2024-003-A07.xml","CBB - Carrie Bretz Projects","DWOR - Dworshak National Fish Hatchery","1/3/2024","1,000"
"2024","CLWRSF - South Fork Clearwater River","522.224.120.031","897","3/25/2024","BDL-2023-318-W11.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/14/2023","799"
"2024","CLWRSF - South Fork Clearwater River","522.224.120.031","897","3/25/2024","BDL-2023-318-W21.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/14/2023","598"
"2024","CLWRSF - South Fork Clearwater River","522.224.120.031","897","3/25/2024","BDL-2023-318-W31.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/14/2023","995"
"2024","CLWRSF - South Fork Clearwater River","522.224.120.031","897","3/26/2024","BDL-2023-319-W11.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/15/2023","895"
"2024","CLWRSF - South Fork Clearwater River","522.224.120.031","897","3/26/2024","BDL-2023-319-W21.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/15/2023","892"
"2024","CLWRSF - South Fork Clearwater River","522.224.120.031","897","3/26/2024","BDL-2023-319-W31.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/15/2023","499"
"2024","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/27/2024","BDL-2023-319-W12.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/15/2023","898"
"2024","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/27/2024","BDL-2023-319-W13.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/15/2023","798"
"2024","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/27/2024","BDL-2023-319-W22.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/15/2023","899"
"2024","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/27/2024","BDL-2023-319-W23.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/15/2023","895"
"2024","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/27/2024","BDL-2023-319-W32.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/15/2023","499"
"2024","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/27/2024","BDL-2023-319-W33.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/15/2023","597"
"2024","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/28/2024","BDL-2023-319-W14.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/15/2023","998"
"2024","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/28/2024","BDL-2023-319-W24.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/15/2023","1,392"
"2024","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/28/2024","BDL-2023-319-W34.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/15/2023","697"
"2024","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/29/2024","BDL-2023-320-W11.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/16/2023","1,499"
"2024","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/29/2024","BDL-2023-320-W21.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/16/2023","700"
"2024","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/29/2024","BDL-2023-320-W31.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/16/2023","900"
"2024","NEWSOC - Newsome Creek","522.224.120.084","950","4/8/2024","BDL-2023-321-W11.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/17/2023","3,994"
"2024","NEWSOC - Newsome Creek","522.224.120.084","950","4/8/2024","BDL-2023-321-W21.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/17/2023","1,600"
"2024","NEWSOC - Newsome Creek","522.224.120.084","950","4/8/2024","BDL-2023-321-W31.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/17/2023","2,298"
"2024","NEWSOC - Newsome Creek","522.224.120.084","950","4/9/2024","BDL-2023-320-W12.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/16/2023","3,799"
"2024","NEWSOC - Newsome Creek","522.224.120.084","950","4/9/2024","BDL-2023-320-W22.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/16/2023","1,897"
"2024","NEWSOC - Newsome Creek","522.224.120.084","950","4/9/2024","BDL-2023-320-W32.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/16/2023","2,296"
"2025","CLWRSF - South Fork Clearwater River","522.224.120","866","4/15/2025","CBB-2025-007-005.xml","CBB - Carrie Bretz Projects","DWOR - Dworshak National Fish Hatchery","1/7/2025","3,296"
"2025","CLWRSF - South Fork Clearwater River","522.224.120","866","4/17/2025","CBB-2025-007-001.xml","CBB - Carrie Bretz Projects","DWOR - Dworshak National Fish Hatchery","1/7/2025","3,195"
"2025","CLWRSF - South Fork Clearwater River","522.224.120.031","897","3/27/2025","BDL-2024-325-W11.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/20/2024","997"
"2025","CLWRSF - South Fork Clearwater River","522.224.120.031","897","3/27/2025","BDL-2024-325-W12.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/20/2024","897"
"2025","CLWRSF - South Fork Clearwater River","522.224.120.031","897","3/27/2025","BDL-2024-325-W21.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/20/2024","699"
"2025","CLWRSF - South Fork Clearwater River","522.224.120.031","897","3/27/2025","BDL-2024-325-W22.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/20/2024","695"
"2025","CLWRSF - South Fork Clearwater River","522.224.120.031","897","3/27/2025","BDL-2024-325-W31.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/20/2024","700"
"2025","CLWRSF - South Fork Clearwater River","522.224.120.031","897","3/27/2025","BDL-2024-325-W32.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/20/2024","694"
"2025","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/24/2025","BDL-2024-325-W13.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/20/2024","899"
"2025","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/24/2025","BDL-2024-325-W14.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/20/2024","900"
"2025","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/24/2025","BDL-2024-325-W15.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/20/2024","1,100"
"2025","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/24/2025","BDL-2024-325-W23.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/20/2024","698"
"2025","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/24/2025","BDL-2024-325-W24.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/20/2024","699"
"2025","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/24/2025","BDL-2024-325-W25.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/20/2024","999"
"2025","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/24/2025","BDL-2024-325-W33.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/20/2024","699"
"2025","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/24/2025","BDL-2024-325-W34.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/20/2024","700"
"2025","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/24/2025","BDL-2024-325-W35.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/20/2024","1,094"
"2025","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/24/2025","BDL-2024-326-W11.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/21/2024","1,199"
"2025","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/24/2025","BDL-2024-326-W21.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/21/2024","899"
"2025","MEAD2C - Meadow Creek, South Fork Clearwater","522.224.120.053","919","3/24/2025","BDL-2024-326-W31.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/21/2024","899"
"2025","NEWSOC - Newsome Creek","522.224.120.084","950","3/31/2025","BDL-2024-324-W11.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/19/2024","3,195"
"2025","NEWSOC - Newsome Creek","522.224.120.084","950","3/31/2025","BDL-2024-324-W12.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/19/2024","2,792"
"2025","NEWSOC - Newsome Creek","522.224.120.084","950","3/31/2025","BDL-2024-324-W21.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/19/2024","2,293"
"2025","NEWSOC - Newsome Creek","522.224.120.084","950","3/31/2025","BDL-2024-324-W22.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/19/2024","2,194"
"2025","NEWSOC - Newsome Creek","522.224.120.084","950","3/31/2025","BDL-2024-324-W31.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/19/2024","2,497"
"2025","NEWSOC - Newsome Creek","522.224.120.084","950","3/31/2025","BDL-2024-324-W32.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/19/2024","2,589"
"2025","NEWSOC - Newsome Creek","522.224.120.084","950","3/31/2025","BDL-2024-324-W42.xml","BDL - Brian Leth Projects","CLWH - Clearwater Hatchery","11/19/2024","299"
