"Tag Code","Event Site Code Value","Event Date Time Value","Antenna ID","Antenna Group Configuration Value","Mark Species Name","Mark Rear Type Name","Event Type Name","Event Site Type Description","Event Release Site Code Code","Event Release Date Time Value","CTH Count"
"384.3B239911C5","BO1","9/18/2014 7:41:27 AM","24","110","Steelhead","Unknown","Observation","Adult Fishway","","","1"
"384.3B239911C5","BO1","9/18/2014 7:41:36 AM","22","110","Steelhead","Unknown","Observation","Adult Fishway","","","1"
"384.3B239911C5","BO1","9/18/2014 7:45:21 AM","20","110","Steelhead","Unknown","Observation","Adult Fishway","","","1"
"384.3B239911C5","BO1","9/18/2014 7:45:22 AM","20","110","Steelhead","Unknown","Observation","Adult Fishway","","","1"
"384.3B239911C5","BO1","9/18/2014 7:59:16 AM","17","110","Steelhead","Unknown","Observation","Adult Fishway","","","1"
"384.3B239911C5","BO1","9/18/2014 7:59:57 AM","15","110","Steelhead","Unknown","Observation","Adult Fishway","","","1"
"384.3B239911C5","BO1","9/18/2014 9:20:34 AM","04","110","Steelhead","Unknown","Observation","Adult Fishway","","","1"
"384.3B239911C5","BO1","9/18/2014 9:23:54 AM","03","110","Steelhead","Unknown","Observation","Adult Fishway","","","1"
"384.3B239911C5","BO1","9/18/2014 9:27:49 AM","02","110","Steelhead","Unknown","Observation","Adult Fishway","","","1"
"384.3B239911C5","BO1","9/18/2014 9:30:13 AM","01","110","Steelhead","Unknown","Observation","Adult Fishway","","","1"
"384.3B239911C5","BONAFF","9/17/2014 8:53:00 AM","NA","0","Steelhead","Unknown","Mark","Intra-Dam Release Site","COLR3","9/17/2014 12:32:00 PM","1"
"384.3B239911C5","GOA","10/1/2014 4:54:15 PM","02","100","Steelhead","Unknown","Observation","Adult Fishway","","","1"
"384.3B239911C5","GOA","10/1/2014 4:54:16 PM","02","100","Steelhead","Unknown","Observation","Adult Fishway","","","1"
"384.3B239911C5","GOA","10/1/2014 4:54:17 PM","01","100","Steelhead","Unknown","Observation","Adult Fishway","","","1"
"384.3B239911C5","GRA","10/4/2014 6:22:17 PM","12","140","Steelhead","Unknown","Observation","Adult Fishway","","","1"
"384.3B239911C5","GRA","10/4/2014 6:22:17 PM","14","140","Steelhead","Unknown","Observation","Adult Fishway","","","1"
"384.3B239911C5","GRA","10/4/2014 6:22:17 PM","16","140","Steelhead","Unknown","Observation","Adult Fishway","","","1"
"384.3B239911C5","GRA","10/4/2014 6:22:17 PM","18","140","Steelhead","Unknown","Observation","Adult Fishway","","","1"
"384.3B239911C5","GRA","10/4/2014 8:32:16 PM","08","140","Steelhead","Unknown","Observation","Adult Fishway","","","1"
