"Tag Code","Event Site Code Value","Event Date Time Value","Antenna ID","Antenna Group Configuration Value","Mark Species Name","Mark Rear Type Name","Event Type Name","Event Site Type Description","Event Release Site Code Code","Event Release Date Time Value","CTH Count"
"3D6.1D5953A28F","BO3","9/5/2020 8:54:17 AM","17","110","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","BO3","9/5/2020 9:02:31 AM","14","110","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","BO3","9/5/2020 9:02:35 AM","12","110","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","BO3","9/5/2020 9:47:52 AM","0F","110","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","BO3","9/5/2020 9:47:55 AM","0D","110","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","BO3","9/5/2020 9:47:56 AM","0D","110","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","BO4","9/5/2020 10:33:46 AM","04","110","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","BO4","9/5/2020 10:36:18 AM","03","110","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","BO4","9/5/2020 10:39:45 AM","02","110","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","BO4","9/5/2020 10:39:46 AM","02","110","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","BO4","9/5/2020 10:40:53 AM","01","110","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","BO4","9/5/2020 10:40:54 AM","01","110","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","CEFLAF","5/14/2019 8:00:00 AM","NA","0","Chinook","Hatchery Reared","Mark","Acclimation Pond","CEFLAF","6/10/2019 9:30:00 AM","1"
"3D6.1D5953A28F","GOA","9/14/2020 12:15:26 PM","02","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","GOA","9/14/2020 12:15:27 PM","02","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","GOA","9/14/2020 12:15:28 PM","01","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","GRA","9/16/2020 6:33:41 AM","B3","150","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","GRA","9/16/2020 6:33:42 AM","B3","150","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","GRA","9/16/2020 7:19:24 AM","12","150","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","GRA","9/16/2020 7:19:24 AM","14","150","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","GRA","9/16/2020 7:19:24 AM","16","150","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","GRA","9/16/2020 7:19:24 AM","18","150","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","GRA","9/16/2020 8:29:44 AM","08","150","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","GRA","9/16/2020 8:29:45 AM","08","150","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","GRA","9/16/2020 8:29:57 AM","05","150","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","GRA","9/16/2020 8:30:04 AM","04","150","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","GRA","9/16/2020 8:30:05 AM","04","150","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","GRA","9/16/2020 8:34:50 AM","01","150","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","GRA","9/16/2020 8:34:51 AM","01","150","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","GRA","9/16/2020 8:42:18 AM","A2","150","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","GRA","9/16/2020 8:42:27 AM","A1","150","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","GRS","4/23/2020 2:00:22 PM","02","100","Chinook","Hatchery Reared","Observation","Spillway","","","1"
"3D6.1D5953A28F","ICH","9/11/2020 12:41:53 PM","08","110","Chinook","Hatchery Reared","Observation","Combined Dam Location","","","1"
"3D6.1D5953A28F","ICH","9/11/2020 12:42:17 PM","06","110","Chinook","Hatchery Reared","Observation","Combined Dam Location","","","1"
"3D6.1D5953A28F","ICH","9/11/2020 12:42:41 PM","04","110","Chinook","Hatchery Reared","Observation","Combined Dam Location","","","1"
"3D6.1D5953A28F","ICH","9/11/2020 12:42:42 PM","04","110","Chinook","Hatchery Reared","Observation","Combined Dam Location","","","1"
"3D6.1D5953A28F","ICH","9/11/2020 12:42:51 PM","01","110","Chinook","Hatchery Reared","Observation","Combined Dam Location","","","1"
"3D6.1D5953A28F","ICH","9/11/2020 12:42:52 PM","01","110","Chinook","Hatchery Reared","Observation","Combined Dam Location","","","1"
"3D6.1D5953A28F","JO1","9/8/2020 6:00:59 AM","05","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","JO1","9/8/2020 6:01:02 AM","03","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","JO1","9/8/2020 6:01:03 AM","03","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","LMA","9/12/2020 11:05:24 AM","04","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","LMA","9/12/2020 11:05:26 AM","04","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","LMA","9/12/2020 11:05:27 AM","04","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","LMA","9/12/2020 11:05:28 AM","04","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","LMA","9/12/2020 11:09:59 AM","04","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","LMA","9/12/2020 11:10:00 AM","04","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","LMA","9/12/2020 11:10:04 AM","03","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","LMA","9/12/2020 11:10:05 AM","03","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","LMA","9/12/2020 11:10:06 AM","03","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","MC1","9/10/2020 5:51:50 AM","11","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","MC1","9/10/2020 5:53:29 AM","0F","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","MC1","9/10/2020 5:56:50 AM","0D","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","MC1","9/10/2020 5:57:01 AM","0B","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","MC1","9/10/2020 6:00:08 AM","0A","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","MC1","9/10/2020 6:00:41 AM","08","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","MC1","9/10/2020 6:05:10 AM","05","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","MC1","9/10/2020 6:06:01 AM","03","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","MC1","9/10/2020 7:06:43 AM","02","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","MC1","9/10/2020 7:06:44 AM","02","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","MC1","9/10/2020 7:06:51 AM","01","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","SC1","10/24/2020 1:07:33 AM","B6","110","Chinook","Hatchery Reared","Observation","Instream Remote Detection System","","","1"
"3D6.1D5953A28F","SW1","11/1/2020 12:01:27 AM","A1","100","Chinook","Hatchery Reared","Observation","Instream Remote Detection System","","","1"
"3D6.1D5953A28F","TD1","9/7/2020 9:29:20 AM","02","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
"3D6.1D5953A28F","TD1","9/7/2020 9:29:23 AM","01","100","Chinook","Hatchery Reared","Observation","Adult Fishway","","","1"
